,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000248265,2.897591338,-1.541373272,5.873818022,0.015367687,0.090105334,FLJ12825,lncRNA
ENSG00000248275,-1.579537656,3.10961214,8.259082808,0.004054861,0.034552269,TRIM52-AS1,lncRNA
ENSG00000248278,0.601016289,-2.864835935,0.799362419,0.371284064,0.585693707,SUMO2P17,transcribed_processed_pseudogene
ENSG00000248290,-1.801477603,-3.247169059,1.35966631,0.243595321,0.456643971,TNXA,unprocessed_pseudogene
ENSG00000248307,10.08510768,0.888968433,2.474748743,0.115687929,0.305911512,LINC00616,lncRNA
ENSG00000248309,-4.559867305,-1.508202975,52.60574498,4.07694886082394e-13,6.92698388491264e-11,MEF2C-AS1,lncRNA
ENSG00000248318,4.643870743,-3.849640081,4.158873765,0.041416934,0.1691494,AC104958.1,lncRNA
ENSG00000248319,-1.153200862,-5.034759283,0.974690134,0.323513252,0.539680121,LINC02275,lncRNA
ENSG00000248323,3.629670062,1.386902005,6.533041565,0.010588874,0.069035328,LUCAT1,lncRNA
ENSG00000248329,4.056407843,0.041026968,2.909272088,0.088071617,0.263854499,APELA,protein_coding
ENSG00000248333,0.091701505,5.474531622,0.05581485,0.81323739,0.901859579,CDK11B,protein_coding
ENSG00000248334,-1.245002592,0.399471409,2.798194841,0.094370501,0.273945253,WHAMMP2,transcribed_unprocessed_pseudogene
ENSG00000248339,3.870038248,-4.267203027,1.833303439,0.175737858,0.382345152,LINC02504,lncRNA
ENSG00000248347,6.544173975,-2.441241111,4.152111485,0.04158264,0.169488528,AC120036.1,unprocessed_pseudogene
ENSG00000248355,3.480544474,-4.438392479,2.003048957,0.156983157,0.360653148,ARL2BPP6,processed_pseudogene
ENSG00000248358,2.727196941,-4.699152469,2.411926563,0.120414092,0.313025747,AC243972.1,lncRNA
ENSG00000248360,1.085669983,-1.487491073,0.287968687,0.591525194,0.759833519,LINC00504,lncRNA
ENSG00000248367,-0.203678538,-1.975863191,0.082402157,0.774068094,0.878637143,AC008610.1,lncRNA
ENSG00000248370,4.643854773,-3.849649073,1.820270396,0.177281094,0.384100711,LINC02434,lncRNA
ENSG00000248383,0.472429,-0.540613667,0.050493602,0.822206584,0.907035945,PCDHAC1,protein_coding
ENSG00000248391,3.062026172,-4.594182257,1.596001187,0.206470823,0.416694921,LINC02064,lncRNA
ENSG00000248405,5.271334798,-3.438393781,8.816183155,0.002985705,0.027849378,PRR5-ARHGAP8,protein_coding
ENSG00000248409,0.043863261,-4.350263644,0.000925057,0.975736287,0.989469931,AP000344.2,unprocessed_pseudogene
ENSG00000248415,3.179334793,-3.58158382,5.458544853,0.019472857,0.105264329,GAPDHP61,processed_pseudogene
ENSG00000248429,-2.552550895,-0.66303377,13.30874739,0.000264171,0.00411427,FAM198B-AS1,lncRNA
ENSG00000248441,-4.370358959,-0.537562615,75.89052459,2.99835398857008e-18,2.04907511578879e-15,LINC01197,lncRNA
ENSG00000248445,-0.182457214,-2.058572127,0.071436593,0.789256472,0.887895871,SEMA6A-AS1,lncRNA
ENSG00000248449,-1.119074884,-4.009226115,0.816075054,0.366330233,0.581167513,PCDHGB8P,transcribed_unitary_pseudogene
ENSG00000248458,0.71663135,-1.111936164,0.16282152,0.686571987,0.822682576,AL139147.1,lncRNA
ENSG00000248459,0.494052006,-4.329040723,0.09730762,0.755084836,0.866214291,AC083906.1,processed_pseudogene
ENSG00000248468,-0.452406448,-3.410265264,0.328397151,0.566604431,0.743029554,AC107027.1,lncRNA
ENSG00000248473,0.302752354,-3.600526639,0.078973122,0.778693856,0.881447739,LINC01962,lncRNA
ENSG00000248476,1.228221471,-1.947297095,2.758692926,0.096727236,0.277556228,BACH1-IT1,lncRNA
ENSG00000248477,2.449390399,-4.02619794,2.552859797,0.110094813,0.29767415,NAIPP3,transcribed_unprocessed_pseudogene
ENSG00000248483,0.18625172,-3.484551738,0.029946306,0.862612119,0.931359425,POU5F2,protein_coding
ENSG00000248485,2.862560326,2.742763229,2.791002226,0.094794923,0.274503604,PCP4L1,protein_coding
ENSG00000248487,-0.458402777,0.973283737,0.59038479,0.442270361,0.646638033,ABHD14A,protein_coding
ENSG00000248489,0.645874685,-1.199448996,0.745559606,0.387885738,0.600578588,LINC02062,lncRNA
ENSG00000248494,2.252977039,-3.665524178,2.669908231,0.10226192,0.286056882,LNX1-AS2,lncRNA
ENSG00000248498,3.480543274,-4.438392906,1.981135028,0.159270885,0.363465236,ASNSP1,transcribed_unprocessed_pseudogene
ENSG00000248503,-0.079925735,0.988668079,0.015657988,0.900419142,0.95222111,AL356235.1,transcribed_processed_pseudogene
ENSG00000248508,-0.82403945,1.771219913,2.29244219,0.13000522,0.326064232,SRP14-AS1,lncRNA
ENSG00000248510,6.050879897,-2.849647038,2.081086975,0.149133944,0.351630467,LINC02267,lncRNA
ENSG00000248514,-0.451808891,-3.652291436,0.226353247,0.634241125,0.789029826,AC008443.3,lncRNA
ENSG00000248515,-1.364548452,0.124158036,0.327967536,0.566858335,0.743170237,AC024230.1,lncRNA
ENSG00000248517,5.326806754,-3.399162836,2.594735951,0.107219307,0.293335915,LINC02437,lncRNA
ENSG00000248527,-0.44930529,7.925696514,0.531832133,0.46583761,0.665083752,MTATP6P1,unprocessed_pseudogene
ENSG00000248538,1.934573897,0.138025268,2.570918634,0.108844508,0.295811637,AC022784.1,lncRNA
ENSG00000248539,2.94536234,-4.632661931,1.578707688,0.208946939,0.419517217,LINC02117,lncRNA
ENSG00000248540,-4.276260311,-3.078342036,20.22722895,6.87671283283625e-06,0.000181528,AC010931.1,lncRNA
ENSG00000248543,2.412591688,-4.783222457,1.359269875,0.243664059,0.456664236,NPM1P41,processed_pseudogene
ENSG00000248544,2.134591497,-3.740575051,3.075212452,0.079494207,0.248750008,AC008676.1,lncRNA
ENSG00000248550,4.159054942,-4.123295532,2.372200117,0.12351287,0.317099413,OTX2-AS1,lncRNA
ENSG00000248551,-4.100744048,-3.38815035,7.812231451,0.005189379,0.041509072,AC095050.1,lncRNA
ENSG00000248554,3.012642928,-1.586305677,4.747921577,0.029333704,0.13694933,C5orf34-AS1,lncRNA
ENSG00000248555,4.716836073,-3.805028902,2.263022027,0.132495282,0.329314226,LINC01339,lncRNA
ENSG00000248557,-0.104232876,-2.768868197,0.012188317,0.91209159,0.958172872,AC024558.1,processed_pseudogene
ENSG00000248559,0.153290772,-2.39915988,0.039716536,0.842035839,0.919832629,AC109454.2,lncRNA
ENSG00000248568,2.942520465,-2.222503757,4.207013098,0.040257165,0.166433191,KRT8P48,processed_pseudogene
ENSG00000248569,0.121770431,-0.711972324,0.037142431,0.847175349,0.922479274,AC026410.3,processed_pseudogene
ENSG00000248571,4.774957574,-3.768870352,7.080796884,0.007791435,0.055697353,AC106882.1,lncRNA
ENSG00000248576,-2.81820914,-4.277322478,7.280006753,0.006972627,0.051556464,AC023794.1,lncRNA
ENSG00000248587,-0.853308888,-1.786829378,0.330864504,0.56515048,0.742103873,GDNF-AS1,lncRNA
ENSG00000248588,3.856365886,-3.096163832,1.545941394,0.213735603,0.424585685,AC008517.1,lncRNA
ENSG00000248590,5.575998478,-3.217624207,3.531577206,0.060210487,0.212838886,GLDCP1,transcribed_processed_pseudogene
ENSG00000248592,0.61371431,-1.823455075,0.472647418,0.491771747,0.686182239,STIMATE-MUSTN1,protein_coding
ENSG00000248593,-0.239903039,2.182113939,0.182761743,0.669010507,0.811600793,DSTNP2,transcribed_unprocessed_pseudogene
ENSG00000248597,4.111690624,-1.786842159,2.830559019,0.092486161,0.270904554,AC126768.1,lncRNA
ENSG00000248599,3.968501221,-1.915321974,7.899017705,0.004946165,0.04013441,FLJ42969,lncRNA
ENSG00000248605,4.605922806,-3.872491997,1.346478615,0.245894675,0.459305086,AC022140.1,lncRNA
ENSG00000248610,0.115492312,-3.619720638,0.009742698,0.921372416,0.962824625,HSPA8P4,processed_pseudogene
ENSG00000248626,2.86054813,-1.889846735,5.434373367,0.019744174,0.106319834,GAPDHP40,processed_pseudogene
ENSG00000248636,-1.34530303,-1.921256127,3.284486478,0.069937503,0.231217807,AC002070.1,lncRNA
ENSG00000248640,-0.682332581,-4.606897305,0.364136669,0.546217763,0.726927249,HNRNPA1P56,processed_pseudogene
ENSG00000248643,1.503424569,-2.13246007,4.35193711,0.036966876,0.157602991,RBM14-RBM4,protein_coding
ENSG00000248663,4.062284557,-0.308748647,2.675752657,0.101887146,0.285668139,LINC00992,lncRNA
ENSG00000248664,0.442291619,-3.313331984,0.223558372,0.636341891,0.790904154,AC010273.2,lncRNA
ENSG00000248668,-2.418495987,-1.678879345,13.77293308,0.000206287,0.003326801,OXCT1-AS1,lncRNA
ENSG00000248671,-0.70819196,-0.700855504,1.652938723,0.198559427,0.407984102,ALG1L9P,lncRNA
ENSG00000248673,2.309329131,-1.603702774,1.223659437,0.26864368,0.483530322,LINC01331,lncRNA
ENSG00000248677,0.242110744,-2.868653164,0.085534754,0.769932452,0.875914941,LINC02102,lncRNA
ENSG00000248685,6.436701768,-2.532222634,2.005403616,0.156739571,0.360346314,LINC02484,lncRNA
ENSG00000248690,1.12302835,-0.981023178,0.96093749,0.326950791,0.542940638,HAS2-AS1,lncRNA
ENSG00000248692,-0.598984049,-4.581588852,0.079923577,0.777401003,0.880729897,ADGRL3-AS1,lncRNA
ENSG00000248694,4.580075538,-3.887920814,2.287877903,0.130388088,0.326479976,AC079226.1,lncRNA
ENSG00000248697,-0.725886712,-4.619720845,0.385676082,0.534581039,0.717745937,TOX4P1,processed_pseudogene
ENSG00000248712,1.242577769,1.499065274,1.626654934,0.202166343,0.411969384,CCDC153,protein_coding
ENSG00000248713,4.304041904,-2.069526077,2.561184302,0.109516515,0.29697217,C4orf54,protein_coding
ENSG00000248714,0.029303061,-2.861021221,0.001231385,0.972007101,0.987755024,AC091180.2,lncRNA
ENSG00000248724,0.106073443,-4.05203756,0.010964297,0.916605497,0.960704666,NPHP3-AS1,lncRNA
ENSG00000248727,-0.309406978,0.63800207,0.158104069,0.690908087,0.825121335,LINC01948,lncRNA
ENSG00000248734,0.678532303,-1.220068516,0.952770924,0.329014984,0.544926637,AC008906.1,lncRNA
ENSG00000248738,-1.239851319,-4.84211432,0.915471021,0.338666951,0.554551129,AC037441.1,lncRNA
ENSG00000248740,6.758137905,-2.257148206,4.753521473,0.029238401,0.136683179,LINC02428,lncRNA
ENSG00000248746,-2.52126701,-4.339614624,8.349673608,0.003857566,0.033314163,ACTN3,protein_coding
ENSG00000248753,2.156865966,-4.842115262,1.572493158,0.209845316,0.420308545,AC008406.2,lncRNA
ENSG00000248757,-0.978002124,-3.449796485,0.305451814,0.580484638,0.752714733,LINC02115,lncRNA
ENSG00000248763,-4.678914143,-4.520177702,11.7615276,0.000604676,0.008109723,AC111000.2,unprocessed_pseudogene
ENSG00000248767,1.057330311,-5.017686698,0.669476128,0.413234312,0.622419769,FOXL3,protein_coding
ENSG00000248771,-0.360112544,-0.439069684,0.030909146,0.860443235,0.930016936,SMIM31,protein_coding
ENSG00000248773,4.506680242,-1.076142143,9.977606552,0.001584555,0.017298483,AC108727.1,lncRNA
ENSG00000248774,-0.591114915,0.698984352,0.633121923,0.426212479,0.633264681,AC097534.1,lncRNA
ENSG00000248780,1.771882324,-2.808687083,2.283637143,0.130744944,0.326897784,ARL4AP2,processed_pseudogene
ENSG00000248787,-1.468050635,-3.302951122,2.930143742,0.086939752,0.261840973,AC092903.2,lncRNA
ENSG00000248791,5.446069605,-3.313340263,5.326040977,0.021009056,0.110883898,AC010627.1,processed_pseudogene
ENSG00000248795,-0.033227673,-4.699155115,0.000673831,0.979290634,0.991163739,AC098859.1,processed_pseudogene
ENSG00000248801,1.192476329,-1.655574004,0.249678872,0.617301284,0.777326443,C8orf34-AS1,lncRNA
ENSG00000248810,5.317667841,5.685591724,2.914264591,0.08779943,0.263501108,LINC02432,lncRNA
ENSG00000248830,0.524536212,-1.146307635,0.195101137,0.658704469,0.805402811,ZNF807P,unprocessed_pseudogene
ENSG00000248837,1.261422844,-3.056379513,0.460951785,0.497179491,0.690173796,AC097512.1,lncRNA
ENSG00000248840,-1.276966444,-4.449792075,1.037467122,0.308411285,0.525431956,AL645949.1,transcribed_processed_pseudogene
ENSG00000248846,1.793638445,-2.379959126,0.790808761,0.373855686,0.587901217,LINC02065,lncRNA
ENSG00000248858,-0.576532908,0.809236003,0.575446046,0.448102882,0.65072994,FLJ46284,lncRNA
ENSG00000248859,0.872417944,-4.393645137,0.184383359,0.667633002,0.810505199,LINC01574,lncRNA
ENSG00000248863,1.29543255,-4.544435542,0.680870142,0.409287255,0.619138881,AC097376.2,transcribed_processed_pseudogene
ENSG00000248866,-0.708009428,0.856591846,1.502080118,0.220351579,0.431677418,USP46-DT,lncRNA
ENSG00000248869,-1.319603182,-2.768848678,0.659742495,0.416650867,0.625508641,LINC02511,lncRNA
ENSG00000248873,2.065666334,-3.783223858,3.172352561,0.074894495,0.240797742,SERBP1P6,processed_pseudogene
ENSG00000248874,-0.283896401,-3.55055984,0.01813468,0.892876694,0.948714265,C5orf17,lncRNA
ENSG00000248884,2.768445694,-2.927229708,1.550315317,0.213088898,0.423769833,AC010280.2,lncRNA
ENSG00000248890,-2.203737566,1.340900635,7.598059825,0.005843114,0.045126017,HHIP-AS1,lncRNA
ENSG00000248896,-1.284191956,-0.816977085,3.837161248,0.050128325,0.191241332,AC105001.1,lncRNA
ENSG00000248898,2.849787825,0.072760983,3.331060816,0.067983014,0.227594341,AC022126.1,lncRNA
ENSG00000248905,0.921264053,2.979196861,1.280462628,0.257813035,0.472369545,FMN1,protein_coding
ENSG00000248907,0.069581574,-4.339611093,0.000448614,0.983101656,0.992897117,MTND2P33,unprocessed_pseudogene
ENSG00000248916,0.358573878,-3.790452492,0.069584583,0.791942589,0.889582382,NUP210P3,unprocessed_pseudogene
ENSG00000248919,-1.524158302,-4.594185968,2.414136877,0.120244229,0.312722007,ATP5MF-PTCD1,protein_coding
ENSG00000248923,0.208959796,-1.759969412,0.073321715,0.786560375,0.886095909,MTND5P11,processed_pseudogene
ENSG00000248925,-1.86259191,-3.754647786,7.571747591,0.005929027,0.04559524,AC021087.1,lncRNA
ENSG00000248927,-2.653789496,-0.461289956,11.7898674,0.00059554,0.008025077,AC114284.1,lncRNA
ENSG00000248932,0.072840989,1.578907574,0.013150478,0.908702306,0.956411327,AC046134.2,lncRNA
ENSG00000248936,1.2600495,-2.421448361,1.846038499,0.174244844,0.380629812,AC027607.1,lncRNA
ENSG00000248942,0.407229176,-3.761743948,0.034194633,0.853293423,0.926077521,LINC01335,lncRNA
ENSG00000248954,2.8620166,-4.658890148,2.500089217,0.113839849,0.303014526,AC027801.2,lncRNA
ENSG00000248964,5.279392459,-3.432722657,5.934539523,0.014846948,0.087704222,AC131254.1,lncRNA
ENSG00000248966,3.098884759,-4.581587221,3.701488205,0.054363959,0.200054425,BCLAF1P1,processed_pseudogene
ENSG00000248968,1.691714867,-4.000810869,2.195492705,0.138414944,0.33783233,AC012640.1,lncRNA
ENSG00000248971,2.336977133,-2.967646514,4.471235688,0.034470054,0.151026866,KRT8P46,processed_pseudogene
ENSG00000248973,4.668609134,-3.834613739,3.053793266,0.080548809,0.250289738,AC106799.2,lncRNA
ENSG00000248988,1.136920623,-2.087221624,1.176430244,0.278083927,0.493531568,PSME2P3,processed_pseudogene
ENSG00000248991,4.050316808,-4.179137604,2.504830133,0.113497722,0.302460611,AC097375.1,lncRNA
ENSG00000248994,-0.301309283,1.639342831,0.057736051,0.810110663,0.899913318,AC124852.1,lncRNA
ENSG00000248996,1.223671762,-3.377232771,1.318428409,0.250874297,0.464627356,AC145098.1,lncRNA
ENSG00000249001,5.609494805,1.332802725,5.969434678,0.014555947,0.086483583,AC093895.1,lncRNA
ENSG00000249006,4.763534981,-3.776020637,2.940150716,0.086402671,0.260708529,AL136360.1,processed_pseudogene
ENSG00000249007,3.11578536,-0.49782713,5.294835763,0.021388748,0.112342982,AL691482.3,lncRNA
ENSG00000249013,2.525259028,-4.754650622,2.378866613,0.122986747,0.316529135,FTH1P21,processed_pseudogene
ENSG00000249014,0.358828738,-2.842114518,0.227942449,0.633053687,0.78824063,HMGN2P4,processed_pseudogene
ENSG00000249022,3.93264856,-4.237254929,4.074320214,0.043539782,0.174732992,AC093599.1,lncRNA
ENSG00000249026,2.399500831,-3.207907861,3.090834791,0.078734406,0.247508711,CTNNA1P1,processed_pseudogene
ENSG00000249035,-1.047651938,-2.740573883,1.594306241,0.206711969,0.416953358,CLMAT3,lncRNA
ENSG00000249042,2.507566563,0.863530422,10.18296217,0.001417443,0.015874224,AC008771.1,lncRNA
ENSG00000249051,8.267894836,-0.875397436,3.66504472,0.055565152,0.202559877,AC112518.1,processed_pseudogene
ENSG00000249057,3.588238323,-4.393643109,1.813025319,0.17814574,0.385268351,MAST4-IT1,lncRNA
ENSG00000249064,3.688400262,-4.350257396,4.383425204,0.036290002,0.155869612,KRT18P25,processed_pseudogene
ENSG00000249065,3.452340894,-4.449791684,1.609469264,0.204566423,0.414319759,PCNAP1,transcribed_processed_pseudogene
ENSG00000249069,0.899053572,-4.382680286,0.512522501,0.474048919,0.672405627,LINC01033,lncRNA
ENSG00000249082,8.130860447,1.589749447,15.84912198,6.85983576775614e-05,0.001304641,C5orf66-AS1,lncRNA
ENSG00000249087,0.086664194,0.523113316,0.024369176,0.875949235,0.939066681,ZNF436-AS1,lncRNA
ENSG00000249091,5.736705619,-3.096171723,2.511263999,0.113035236,0.30177729,AC093903.1,lncRNA
ENSG00000249092,1.646295316,-1.642441253,2.074974632,0.149732429,0.352258369,PPIAP77,processed_pseudogene
ENSG00000249094,0.224227019,-4.438393479,0.030642949,0.861039343,0.930347232,AC007834.1,lncRNA
ENSG00000249096,1.911697001,-0.160863003,3.595384406,0.057940227,0.207806198,LINC02362,lncRNA
ENSG00000249102,3.663988701,-4.360988722,2.85954929,0.090832946,0.26820793,AC034223.1,lncRNA
ENSG00000249109,3.712402474,-4.339607594,3.642601978,0.056318852,0.204218095,AC140125.2,lncRNA
ENSG00000249115,1.335515237,5.21597358,5.205330884,0.022517729,0.116150236,HAUS5,protein_coding
ENSG00000249116,7.6953686,-1.413057402,8.832790451,0.002958656,0.027664202,IRX4-AS1,lncRNA
ENSG00000249119,0.105910442,-1.122138643,0.008406124,0.926948383,0.965643482,MTND6P4,processed_pseudogene
ENSG00000249125,2.284628382,-4.114166519,0.763205216,0.382327316,0.595595565,AC093821.1,lncRNA
ENSG00000249129,1.441683143,-1.587875648,2.882506852,0.089546516,0.266018548,SUDS3P1,processed_pseudogene
ENSG00000249138,-0.007977425,-2.37450711,4.27704657610661e-05,0.994781941,0.998352937,SLED1,transcribed_processed_pseudogene
ENSG00000249142,0.067682388,-4.496339595,0.003028592,0.956112453,0.98004554,AC074134.1,processed_pseudogene
ENSG00000249145,0.712446924,-3.864828329,0.08424746,0.771621827,0.877058178,LINC02517,lncRNA
ENSG00000249148,-1.102166641,-4.544428577,0.909742879,0.34018265,0.555790099,AC006445.2,processed_pseudogene
ENSG00000249149,3.804563802,-4.297795737,5.658724634,0.017368748,0.097756428,AC099522.1,transcribed_processed_pseudogene
ENSG00000249150,3.222431905,-2.239703549,0.973980992,0.323689334,0.539856721,AC010267.1,lncRNA
ENSG00000249156,1.199945733,-5.000810457,0.799788937,0.371156481,0.585655761,TAF11L12,protein_coding
ENSG00000249158,-0.030815815,-1.46851562,0.000177691,0.989364466,0.995997369,PCDHA11,protein_coding
ENSG00000249167,-0.530252228,-3.207900686,0.199237669,0.655336883,0.803155269,SEMA6A-AS2,lncRNA
ENSG00000249169,-0.666388216,-4.052030025,0.078656377,0.779126572,0.881580612,AC026780.1,lncRNA
ENSG00000249173,-0.092021101,-4.404712333,0.003079493,0.955745561,0.979868177,LINC01093,lncRNA
ENSG00000249193,1.009419379,-3.872485735,0.694324553,0.404697323,0.615331644,HSPD1P5,processed_pseudogene
ENSG00000249196,2.5784638,-4.740572626,1.816297196,0.177754665,0.384774351,TMEM132D-AS1,lncRNA
ENSG00000249199,5.453201387,-3.308145148,2.93255591,0.086809959,0.261655069,AC026785.3,lncRNA
ENSG00000249203,2.092716119,-1.797697046,0.277933447,0.598058919,0.765357913,LINC02224,lncRNA
ENSG00000249207,0.144483169,-2.252152873,0.046923105,0.828506511,0.911170502,AC079921.1,lncRNA
ENSG00000249210,2.202744219,-3.350258297,3.494194845,0.061584348,0.215559237,GAPDHP38,processed_pseudogene
ENSG00000249212,-0.835396776,-4.060754669,0.69851411,0.403283426,0.614107432,ATP1B1P1,unprocessed_pseudogene
ENSG00000249216,1.813896343,-4.339616954,0.78142067,0.376707,0.590221641,AC105389.2,lncRNA
ENSG00000249222,-1.414619557,-4.308131204,1.576586686,0.20925304,0.419802905,ATP5MGL,protein_coding
ENSG00000249231,-2.081584492,-2.205466263,0.922049696,0.336937364,0.552778594,CASC16,lncRNA
ENSG00000249234,0.852694821,-4.685611698,0.404559986,0.524743637,0.710368493,AC108063.1,lncRNA
ENSG00000249238,3.394192894,-4.472873715,2.281005542,0.130966938,0.327130673,BCL9P1,processed_pseudogene
ENSG00000249241,0.439455001,-3.872491327,0.089756317,0.764487177,0.872690207,LINC02265,lncRNA
ENSG00000249242,0.014742752,3.813376303,0.000250231,0.987379039,0.995145269,TMEM150C,protein_coding
ENSG00000249244,3.204145722,-1.772447245,7.574744831,0.005919176,0.045536764,AC110373.1,unprocessed_pseudogene
ENSG00000249245,1.260356148,-4.55671268,0.524681473,0.468851502,0.667620051,NCOA4P3,processed_pseudogene
ENSG00000249249,-2.084153726,-0.677188932,11.37780643,0.000743268,0.00960409,AC010226.1,lncRNA
ENSG00000249252,-3.038254331,-3.849645896,9.682749159,0.001860061,0.019569777,C1QTNF7-AS1,lncRNA
ENSG00000249264,-1.226297232,2.079977204,5.129859341,0.023517633,0.11940528,EEF1A1P9,processed_pseudogene
ENSG00000249267,5.409168716,-1.788639384,3.528363154,0.060327317,0.21312418,LINC00939,lncRNA
ENSG00000249271,-0.158102456,-3.872486789,0.030398784,0.861588465,0.930678962,HNRNPA1P44,processed_pseudogene
ENSG00000249274,0.175950575,-3.678887769,0.032049249,0.85791961,0.928623453,PDLIM1P4,processed_pseudogene
ENSG00000249279,2.388556926,-0.776029143,2.076955714,0.149538156,0.351973659,LINC02057,lncRNA
ENSG00000249286,-0.304746718,-4.043372782,0.071919144,0.788562733,0.887495636,AMD1P3,processed_pseudogene
ENSG00000249293,2.988859488,-3.705980702,3.70582348,0.054222909,0.199854415,AC091868.2,lncRNA
ENSG00000249297,2.085173629,-4.857220284,1.155960013,0.282304977,0.497206629,LINC02174,lncRNA
ENSG00000249304,2.284564084,-4.114194411,1.623901605,0.202548621,0.412376044,AC104779.1,lncRNA
ENSG00000249306,5.371845738,-0.611681597,2.169060675,0.140812222,0.340931745,LINC01411,lncRNA
ENSG00000249307,-0.987153742,0.888343248,0.658264234,0.417173404,0.625934149,LINC01088,lncRNA
ENSG00000249326,3.932647505,-4.237255372,3.718864002,0.053800963,0.199099737,CTD-2194D22.4,lncRNA
ENSG00000249328,1.300181605,-3.323792895,0.781333143,0.376733727,0.590233446,AC036214.1,lncRNA
ENSG00000249330,3.68838894,-4.350262738,2.01375815,0.155878765,0.359296931,AC095060.1,lncRNA
ENSG00000249335,-1.431542762,-2.864823652,1.137987309,0.286078021,0.501268155,AC093523.1,lncRNA
ENSG00000249345,3.712385784,-4.339614979,2.635026897,0.104530291,0.289297124,LINC02405,lncRNA
ENSG00000249346,-6.614827929,-2.017667053,59.36522606,1.30962956357228e-14,3.50217721465551e-12,LINC01016,lncRNA
ENSG00000249348,-0.911241822,-0.293288375,3.313833585,0.068699056,0.228944741,UGDH-AS1,lncRNA
ENSG00000249352,-1.076416988,-2.712829913,0.582010641,0.445525291,0.64873292,LINC02198,lncRNA
ENSG00000249353,-0.12708014,1.628378098,0.031136285,0.85993668,0.929711117,NPM1P27,processed_pseudogene
ENSG00000249359,5.860012842,-3.00080039,4.106822812,0.042710528,0.172598799,AC093274.1,lncRNA
ENSG00000249363,3.66398638,-4.360989848,4.221146885,0.039923167,0.165488228,AC011411.1,processed_pseudogene
ENSG00000249364,1.983640236,-3.502263092,0.842229581,0.358759887,0.574602511,AC112206.2,lncRNA
ENSG00000249367,2.77354098,-4.685609786,2.379115671,0.122967139,0.316529135,FABP5P12,processed_pseudogene
ENSG00000249375,1.086980325,-3.060757168,0.59960688,0.438728058,0.643840805,CASC11,lncRNA
ENSG00000249378,-0.856275698,-2.907429717,0.402974397,0.525557138,0.710875206,LINC01060,lncRNA
ENSG00000249379,4.940157047,-2.20549245,8.197952775,0.004193768,0.035490083,AL033397.2,lncRNA
ENSG00000249381,4.457658197,-3.959471573,2.479600855,0.115331518,0.305335284,LINC00500,lncRNA
ENSG00000249388,1.371630671,-3.652283444,0.415609525,0.519135976,0.705946879,AC023794.2,lncRNA
ENSG00000249395,4.818683478,4.556231858,3.201429798,0.073573922,0.238372716,CASC9,lncRNA
ENSG00000249406,-0.866190331,-3.514182969,0.414997466,0.519443826,0.70611962,AC015909.1,lncRNA
ENSG00000249413,4.751995353,-3.783221492,2.440544871,0.11823515,0.309843605,AC116049.1,lncRNA
ENSG00000249417,1.837909888,-4.329042003,0.705264037,0.401020534,0.61161399,AC117383.1,lncRNA
ENSG00000249421,-3.97134288,-2.065105865,5.660168251,0.017354458,0.097693877,ADAMTS19-AS1,lncRNA
ENSG00000249425,5.424434922,-3.329055012,2.300398209,0.129340836,0.325355899,LINC02477,lncRNA
ENSG00000249426,-0.018070567,-3.179140566,9.38042717706367e-05,0.992272401,0.997328731,AC093206.1,lncRNA
ENSG00000249436,3.639165038,-4.371796387,1.833202775,0.175749718,0.382345152,LINCR-0003,lncRNA
ENSG00000249437,0.979803552,-0.923247623,0.979496508,0.322323142,0.53853131,NAIP,protein_coding
ENSG00000249439,0.561351121,-4.114192836,0.042682607,0.836324062,0.916412904,HMGN1P14,processed_pseudogene
ENSG00000249456,0.388310165,-4.198257976,0.051346055,0.820737375,0.90625024,AL731577.2,lncRNA
ENSG00000249459,-0.804047086,0.487309802,2.297087989,0.129616802,0.325582638,ZNF286B,transcribed_unprocessed_pseudogene
ENSG00000249460,7.016103451,-2.030431605,1.406863883,0.235577705,0.447674792,LINC02500,lncRNA
ENSG00000249464,-0.969438295,-1.668843289,1.130983263,0.287565704,0.503164325,LINC01091,lncRNA
ENSG00000249465,-2.251216272,-2.648999348,9.897357489,0.001655163,0.017878897,RBMXP4,processed_pseudogene
ENSG00000249471,0.065652922,1.193370381,0.022877069,0.879777189,0.94100116,ZNF324B,protein_coding
ENSG00000249476,0.408019181,-2.369085835,0.186488114,0.665855746,0.80967981,AC008467.1,lncRNA
ENSG00000249481,-0.285558792,-4.132453759,0.035730272,0.850073592,0.924511272,SPATS1,protein_coding
ENSG00000249484,1.835851344,-3.33961388,0.624444773,0.42940036,0.635912033,LINC01470,lncRNA
ENSG00000249485,1.161434865,-1.731851523,2.547429758,0.110473843,0.298253191,RBBP4P1,processed_pseudogene
ENSG00000249489,3.49820622,-3.360984222,6.581595985,0.010303847,0.067693697,GAPDHP70,processed_pseudogene
ENSG00000249492,1.346057536,-0.929229351,4.273137073,0.038719385,0.162093282,AC114956.2,lncRNA
ENSG00000249493,3.270323494,-4.520187826,3.616848721,0.057197118,0.206221429,ANKRD20A18P,unprocessed_pseudogene
ENSG00000249494,-1.797865938,-2.80135366,3.82138752,0.050602318,0.192405178,AC008629.1,lncRNA
ENSG00000249500,3.735999541,-4.329041492,2.057055697,0.15150266,0.354037018,LINC01179,lncRNA
ENSG00000249502,0.933954024,-1.240967515,1.195682257,0.274186367,0.489126593,AC006160.1,lncRNA
